Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
12,0.284584105014801,0.10634543001651764,0.028582505881786346,0.10806644707918167,0.11582001298666,0.0330636240541935,0.1058472990989685,0.06632927805185318,0.029176821932196617,0.12218447029590607
13,0.8668258786201477,0.02478976361453533,0.01968914084136486,0.006444655358791351,0.012949769385159016,0.008170410059392452,0.015061264857649803,0.016776788979768753,0.00653733778744936,0.02275495044887066
14,0.2257324457168579,0.11219339072704315,0.018185274675488472,0.08865756541490555,0.176274836063385,0.14969682693481445,0.06469155102968216,0.08025441318750381,0.0370059572160244,0.04730774462223053
15,0.6679207682609558,0.039027776569128036,0.0066286735236644745,0.1241389736533165,0.03282482177019119,0.03004150465130806,0.04881778731942177,0.03177448362112045,0.0069002313539385796,0.011924969032406807
16,0.44049325585365295,0.047401223331689835,0.01875189132988453,0.0619225837290287,0.04099438712000847,0.02603686787188053,0.044636473059654236,0.25686004757881165,0.016704870387911797,0.04619846120476723
17,0.14636583626270294,0.0880468487739563,0.3417184054851532,0.10509021580219269,0.04108033329248428,0.1161893680691719,0.038759246468544006,0.029303928837180138,0.06737281382083893,0.02607303112745285
18,0.9677481055259705,0.014018267393112183,0.002162341261282563,0.0014610587386414409,0.004742531105875969,0.0017917200457304716,0.0022909194231033325,0.0019002208719030023,0.0016999876825138927,0.0021848517935723066
19,0.056179363280534744,0.024682343006134033,0.503134548664093,0.03704710677266121,0.027187732979655266,0.07442253082990646,0.04065977782011032,0.06566741317510605,0.15775571763515472,0.0132634611800313
20,0.2334793657064438,0.6476410031318665,0.011125736869871616,0.008299545384943485,0.021360263228416443,0.0187700055539608,0.020204801112413406,0.008215723559260368,0.020899660885334015,0.010003904812037945
21,0.2761686444282532,0.4268307387828827,0.16217921674251556,0.026883818209171295,0.012617158703505993,0.011152840219438076,0.033328596502542496,0.01385875791311264,0.018811248242855072,0.018168989568948746
22,0.39051952958106995,0.05309775844216347,0.14086054265499115,0.02977920137345791,0.11382811516523361,0.0731404721736908,0.06948649138212204,0.033855926245450974,0.045699067413806915,0.049732889980077744
23,0.5715942978858948,0.08420224487781525,0.03520764783024788,0.04173550754785538,0.06797939538955688,0.022652842104434967,0.02835756167769432,0.11244434863328934,0.010700488463044167,0.02512568235397339
24,0.35668185353279114,0.2294466495513916,0.014930041506886482,0.24633444845676422,0.025372399017214775,0.04162890091538429,0.030964581295847893,0.03137924522161484,0.007891272194683552,0.015370631590485573
25,0.6821463108062744,0.11153439432382584,0.026638375595211983,0.03134787455201149,0.023962410166859627,0.018328262493014336,0.027784334495663643,0.03910432755947113,0.00966189056634903,0.029491854831576347
26,0.1434733271598816,0.4702227711677551,0.01771089993417263,0.194258451461792,0.02200097218155861,0.08415558189153671,0.034718748182058334,0.011572294868528843,0.010802006348967552,0.011084966361522675
27,0.03321363776922226,0.07922443747520447,0.708081066608429,0.01584114134311676,0.014360800385475159,0.07687917351722717,0.021115507930517197,0.006244974210858345,0.03649400174617767,0.0085452264174819
28,0.24994342029094696,0.008743311278522015,0.00978031288832426,0.009319450706243515,0.06911157071590424,0.021485716104507446,0.013337318785488605,0.5983565449714661,0.006825708318501711,0.013096656650304794
29,0.30557748675346375,0.010474281385540962,0.010671357624232769,0.014118625782430172,0.10989033430814743,0.15668068826198578,0.04180845618247986,0.3317406177520752,0.008591176941990852,0.010446969419717789
30,0.8493372797966003,0.015376555733382702,0.00920308567583561,0.007152245845645666,0.026306096464395523,0.014480612240731716,0.021596943959593773,0.04063693806529045,0.0063486299477517605,0.009561629965901375
31,0.1144842803478241,0.0949598029255867,0.00995420478284359,0.685988187789917,0.014287189580500126,0.0259552001953125,0.01929520256817341,0.01253910269588232,0.007094477768987417,0.015442313626408577
32,0.9693614840507507,0.0074899159371852875,0.0031422902829945087,0.0019728830084204674,0.004765670746564865,0.0015576293226331472,0.005018704105168581,0.0017348510446026921,0.0014503090642392635,0.003506273962557316
33,0.5853472352027893,0.07639754563570023,0.014394988305866718,0.02858789637684822,0.014987695962190628,0.025736788287758827,0.053125254809856415,0.16477544605731964,0.008904037065804005,0.027743123471736908
34,0.23965391516685486,0.028279904276132584,0.03226678818464279,0.07540261745452881,0.20285767316818237,0.12311381846666336,0.05386381968855858,0.13924022018909454,0.04676432907581329,0.0585569329559803
35,0.20237664878368378,0.10902709513902664,0.02047496847808361,0.2305731475353241,0.09447543323040009,0.14457039535045624,0.05627671256661415,0.0554434135556221,0.018459251150488853,0.06832293421030045
36,0.3044091463088989,0.148428812623024,0.04771529138088226,0.1309761106967926,0.040944334119558334,0.08447223901748657,0.05355718731880188,0.11085817217826843,0.018028318881988525,0.060610346496105194
37,0.9265546798706055,0.011790216900408268,0.004183376207947731,0.005819730926305056,0.016145311295986176,0.00851923506706953,0.00865898560732603,0.009305106475949287,0.0036522785667330027,0.005371110513806343
38,0.9639384746551514,0.008123069070279598,0.0027173305861651897,0.001747375587001443,0.006992899347096682,0.002075822791084647,0.004394265357404947,0.003422688227146864,0.0017345076194033027,0.0048535410314798355
39,0.9638758897781372,0.005024269688874483,0.0023276684805750847,0.0022315611131489277,0.009981609880924225,0.0024160854518413544,0.0025310725905001163,0.005612158682197332,0.0016154424520209432,0.004384218715131283
40,0.2903856039047241,0.3846697211265564,0.01559204701334238,0.04517493024468422,0.13486233353614807,0.046567969024181366,0.035382770001888275,0.01877618208527565,0.016599800437688828,0.011988621205091476
41,0.6139169335365295,0.03852391242980957,0.0168513935059309,0.02188030257821083,0.10340436547994614,0.023046202957630157,0.039941005408763885,0.0905122235417366,0.01112148817628622,0.04080216959118843
42,0.2339375913143158,0.6769532561302185,0.010866837576031685,0.012723090127110481,0.02024047076702118,0.00573549373075366,0.009484689682722092,0.0057048494927585125,0.01601709984242916,0.008336646482348442
43,0.2769186198711395,0.019002120941877365,0.1255049854516983,0.034779854118824005,0.03681132569909096,0.3389624059200287,0.03876284882426262,0.07007552683353424,0.015527830459177494,0.04365446791052818
44,0.40063583850860596,0.08215503394603729,0.042078159749507904,0.08038893342018127,0.08247770369052887,0.09522167593240738,0.040344301611185074,0.110819511115551,0.02234197035431862,0.04353686794638634
45,0.732275128364563,0.09649375081062317,0.0208149291574955,0.030332673341035843,0.02032901905477047,0.0162205770611763,0.017049849033355713,0.02618982642889023,0.008226573467254639,0.032067690044641495
46,0.0904734805226326,0.8654761910438538,0.010150098241865635,0.0030673332512378693,0.009604266844689846,0.004285925533622503,0.008122754283249378,0.0036451457999646664,0.002595712896436453,0.0025791036896407604
47,0.33779019117355347,0.4944935739040375,0.012233704328536987,0.04913527891039848,0.030695825815200806,0.01316323783248663,0.019675318151712418,0.009275008924305439,0.026364954188466072,0.007172915618866682
48,0.897091269493103,0.042504820972681046,0.009518704377114773,0.004736718256026506,0.01262994110584259,0.0060508400201797485,0.01147503312677145,0.005809374153614044,0.0036646761000156403,0.006518620997667313
49,0.3499152660369873,0.05745028331875801,0.013135150074958801,0.2970430552959442,0.04763094708323479,0.03189341723918915,0.06857463717460632,0.08032436668872833,0.008276783861219883,0.04575606435537338
50,0.5809051394462585,0.14581887423992157,0.014998611994087696,0.028542978689074516,0.046337008476257324,0.061103563755750656,0.03950297459959984,0.049459803849458694,0.012468130327761173,0.02086295373737812
51,0.07751234620809555,0.783216655254364,0.03402292728424072,0.018282702192664146,0.01616589166224003,0.033590298146009445,0.013077402487397194,0.004441658966243267,0.014337973669171333,0.00535218883305788
52,0.18321751058101654,0.022767717018723488,0.2921689450740814,0.00812080129981041,0.18765459954738617,0.22088749706745148,0.02922631986439228,0.017705462872982025,0.025585802271962166,0.012665346264839172
53,0.2132946252822876,0.13054710626602173,0.031240934506058693,0.15594008564949036,0.10944589972496033,0.17594990134239197,0.05238868296146393,0.05693250149488449,0.03550437465310097,0.038755863904953
54,0.636629581451416,0.031035352498292923,0.008429017849266529,0.0440652072429657,0.034754883497953415,0.02434852346777916,0.0851600244641304,0.09915180504322052,0.009899308905005455,0.02652629464864731
55,0.07072346657514572,0.02317715995013714,0.6751667261123657,0.00735777011141181,0.03991179168224335,0.13462086021900177,0.011681263335049152,0.006373959127813578,0.023639170452952385,0.007347851525992155
56,0.05586596578359604,0.06543166935443878,0.44610440731048584,0.04441775009036064,0.05180080980062485,0.14192108809947968,0.033842623233795166,0.02283361740410328,0.11774324625730515,0.02003883384168148
57,0.09628511965274811,0.18328724801540375,0.052947036921978,0.08220182359218597,0.05145152658224106,0.06459234654903412,0.07717295736074448,0.025363458320498466,0.25772422552108765,0.10897423326969147
58,0.9739557504653931,0.005843168590217829,0.0023226963821798563,0.0017450143350288272,0.004360491875559092,0.0016043815994635224,0.003814167343080044,0.002097030868753791,0.0015697912313044071,0.0026875101029872894
59,0.013683767057955265,0.028560874983668327,0.8430747389793396,0.005052223801612854,0.012295734137296677,0.05073971673846245,0.0050365193746984005,0.003292086301371455,0.03324675187468529,0.005017565563321114
60,0.7274470925331116,0.06398005038499832,0.01670350879430771,0.013625183142721653,0.029964106157422066,0.05073511227965355,0.023304803296923637,0.035159334540367126,0.012043289840221405,0.027037488296628
61,0.8488218188285828,0.011495263315737247,0.00578487990424037,0.032577816396951675,0.01526032667607069,0.017235033214092255,0.018609944730997086,0.029881445690989494,0.005429255310446024,0.014904248528182507
62,0.6792323589324951,0.061085060238838196,0.03824911266565323,0.047123972326517105,0.0280795656144619,0.05757260322570801,0.021121885627508163,0.03329411894083023,0.010421283543109894,0.023820029571652412
63,0.1967649608850479,0.04156437888741493,0.023596232756972313,0.5240775346755981,0.06255009770393372,0.06161500886082649,0.04498247802257538,0.01622895337641239,0.009658914059400558,0.01896141655743122
64,0.9723374247550964,0.005482385400682688,0.0030905783642083406,0.0022269063629209995,0.00513522420078516,0.0016180805396288633,0.0026890207082033157,0.0017131720669567585,0.0014195030089467764,0.004287691321223974
65,0.14165496826171875,0.09106539189815521,0.026833675801753998,0.15384384989738464,0.16332454979419708,0.25862911343574524,0.05976322293281555,0.029955456033349037,0.042626556009054184,0.03230324387550354
66,0.3828432261943817,0.34794527292251587,0.04248831421136856,0.039896201342344284,0.02493387833237648,0.021330635994672775,0.051241811364889145,0.028211716562509537,0.012127800844609737,0.048981115221977234
67,0.7147043347358704,0.06917160749435425,0.00936118047684431,0.021537357941269875,0.021347101777791977,0.03313540294766426,0.024220651015639305,0.06809747964143753,0.0074851238168776035,0.03093976154923439
68,0.07377851754426956,0.5911190509796143,0.008858764544129372,0.20687776803970337,0.03407290577888489,0.014634930528700352,0.03712902590632439,0.013764902018010616,0.00894166436046362,0.010822510346770287
69,0.14942294359207153,0.7222645282745361,0.009665428660809994,0.03848370537161827,0.023249732330441475,0.017808252945542336,0.016198255121707916,0.00819134060293436,0.007799337152391672,0.006916461978107691
70,0.7246729135513306,0.0744389146566391,0.014718719758093357,0.012637976557016373,0.045021675527095795,0.033555012196302414,0.03042406588792801,0.04008405655622482,0.009049785323441029,0.015396867878735065
71,0.9324234127998352,0.0071457503363490105,0.004843571223318577,0.002667699009180069,0.010977326892316341,0.004872206598520279,0.0074869608506560326,0.019442807883024216,0.002327375579625368,0.007812835276126862
72,0.5273544788360596,0.16032497584819794,0.021215397864580154,0.031959518790245056,0.056712523102760315,0.026044368743896484,0.09084541350603104,0.05670130252838135,0.012637673877179623,0.016204318031668663
73,0.5830361247062683,0.03298252075910568,0.025012968108057976,0.05317825824022293,0.042970385402441025,0.08514674752950668,0.043145157396793365,0.10823751240968704,0.010702171362936497,0.015588182024657726
74,0.40795907378196716,0.040663182735443115,0.031600091606378555,0.15897217392921448,0.09720711410045624,0.0814267098903656,0.07296588271856308,0.055063117295503616,0.015313266776502132,0.038829341530799866
75,0.730341374874115,0.018636731430888176,0.008404381573200226,0.00794473011046648,0.028458306565880775,0.012206497602164745,0.023958716541528702,0.1442878246307373,0.006296887528151274,0.019464533776044846
76,0.04142662137746811,0.620021402835846,0.22168214619159698,0.0201362743973732,0.017225436866283417,0.0369744636118412,0.01570577546954155,0.005431620869785547,0.01585225947201252,0.005544039886444807
77,0.48178696632385254,0.1994115561246872,0.024830477312207222,0.021754244342446327,0.03591325134038925,0.07223013043403625,0.03826945647597313,0.06848819553852081,0.020285589620471,0.037030089646577835
78,0.021129366010427475,0.09057113528251648,0.6566925048828125,0.019798249006271362,0.01953715644776821,0.1092800721526146,0.016302715986967087,0.0077058859169483185,0.05161270871758461,0.007370197679847479
79,0.14384725689888,0.04783288389444351,0.09800569713115692,0.021841252222657204,0.10254605114459991,0.3493572771549225,0.05130721628665924,0.019465718418359756,0.13881704211235046,0.026979634538292885
80,0.4363171458244324,0.0390193797647953,0.024134201928973198,0.10125527530908585,0.08272446691989899,0.058697182685136795,0.052142053842544556,0.06150171160697937,0.017260823398828506,0.1269477903842926
81,0.03760688751935959,0.04107815399765968,0.6842243671417236,0.01652529090642929,0.023519938811659813,0.1067088395357132,0.017915206030011177,0.008916201069951057,0.050650037825107574,0.012855048291385174
82,0.9053292870521545,0.02114451490342617,0.005300931632518768,0.005616231821477413,0.009161441586911678,0.0055564939975738525,0.028745220974087715,0.007588857784867287,0.00432589603587985,0.007231204770505428
83,0.8973959684371948,0.02418917790055275,0.0041107842698693275,0.006212865002453327,0.015418066643178463,0.009728635661303997,0.015822676941752434,0.016433794051408768,0.004110780544579029,0.006577214226126671
84,0.40310704708099365,0.41826945543289185,0.009608735330402851,0.11620603501796722,0.01266024261713028,0.008587460964918137,0.010778410360217094,0.004976223222911358,0.0052215466275811195,0.010584794916212559
85,0.013381117954850197,0.13790994882583618,0.5634952187538147,0.029963430017232895,0.019616905599832535,0.08075278997421265,0.020346403121948242,0.0066518341191112995,0.11431601643562317,0.013566317968070507
86,0.687382698059082,0.03374155983328819,0.012559148482978344,0.026671038940548897,0.05740863084793091,0.039010919630527496,0.030051827430725098,0.06400445103645325,0.010190684348344803,0.038979049772024155
87,0.502504825592041,0.04605880379676819,0.029703978449106216,0.20688453316688538,0.03949899226427078,0.07101479917764664,0.06758866459131241,0.01386087853461504,0.011283721774816513,0.011600790545344353
88,0.05387105047702789,0.12126891314983368,0.6197521686553955,0.02279180847108364,0.013081802055239677,0.08537296950817108,0.02580946311354637,0.009567825123667717,0.03062061034142971,0.017863385379314423
89,0.3357226252555847,0.07204809784889221,0.035141050815582275,0.10755307227373123,0.06345199793577194,0.09045613557100296,0.06465846300125122,0.18225115537643433,0.014968172647058964,0.03374920412898064
90,0.7180912494659424,0.013178330846130848,0.009538923390209675,0.022297274321317673,0.015390929765999317,0.03829408064484596,0.03668675199151039,0.12019103765487671,0.007527448236942291,0.018803982064127922
91,0.25752878189086914,0.046877000480890274,0.03322672098875046,0.0917522981762886,0.1573411077260971,0.20314808189868927,0.0404624380171299,0.0701451376080513,0.017356175929307938,0.08216223120689392
92,0.28097906708717346,0.18117175996303558,0.2528418004512787,0.034175872802734375,0.06591381877660751,0.06748387217521667,0.04735836014151573,0.03124428354203701,0.019161304458975792,0.019669853150844574
93,0.9000723958015442,0.014302856288850307,0.007417330052703619,0.0032846848480403423,0.01870073936879635,0.005119627341628075,0.009595183655619621,0.031184908002614975,0.00343890767544508,0.0068833306431770325
94,0.9244654774665833,0.01752450130879879,0.009566141292452812,0.0031695840880274773,0.017623165622353554,0.003275919007137418,0.009942100383341312,0.006706062238663435,0.002789122285321355,0.004937921650707722
95,0.7068923711776733,0.08644932508468628,0.008976896293461323,0.008246340788900852,0.0978064313530922,0.025037813931703568,0.023008372634649277,0.020678093656897545,0.00928456336259842,0.013619747012853622
96,0.7553508877754211,0.0360897071659565,0.01945754513144493,0.03200230374932289,0.024642782285809517,0.011550690978765488,0.04124928265810013,0.057438720017671585,0.005122536327689886,0.01709556207060814
97,0.06183275580406189,0.022886943072080612,0.047498028725385666,0.032362472265958786,0.1862013190984726,0.5217117071151733,0.025071240961551666,0.027088969945907593,0.05938040837645531,0.015966150909662247
98,0.21407625079154968,0.1882246881723404,0.05006285756826401,0.17127104103565216,0.05287844315171242,0.1075233593583107,0.04675248637795448,0.06511741876602173,0.025206780061125755,0.07888661324977875
99,0.13830922544002533,0.7171847820281982,0.015066565945744514,0.026168448850512505,0.03817690163850784,0.02057782933115959,0.022780872881412506,0.008254919201135635,0.0064244940876960754,0.007055912632495165
100,0.29332929849624634,0.05841558426618576,0.06815540790557861,0.021690767258405685,0.20657393336296082,0.059751156717538834,0.0520746186375618,0.11460036784410477,0.06567970663309097,0.05972915515303612
101,0.958005964756012,0.008063753135502338,0.004315417725592852,0.0030441083945333958,0.006352921482175589,0.003269252832978964,0.004899921827018261,0.004782555159181356,0.0020459017250686884,0.005220130085945129
102,0.3000020980834961,0.09175943583250046,0.023030592128634453,0.17457319796085358,0.07039538025856018,0.07777054607868195,0.10745827108621597,0.06125308573246002,0.01883319579064846,0.07492417842149734
103,0.5390686988830566,0.06242043524980545,0.018113980069756508,0.06121276319026947,0.07656390219926834,0.0515352338552475,0.05487288534641266,0.04435974359512329,0.030120598152279854,0.06173178181052208
104,0.6138954162597656,0.039475683122873306,0.012471646070480347,0.023311732336878777,0.0461140014231205,0.06645337492227554,0.09342165291309357,0.0719742551445961,0.012597194872796535,0.020285092294216156
105,0.13382308185100555,0.46398457884788513,0.016304517164826393,0.1819397509098053,0.023137113079428673,0.08914778381586075,0.057422418147325516,0.010194196365773678,0.014104085974395275,0.00994244683533907
106,0.8629496693611145,0.04061943665146828,0.008358859457075596,0.00717751681804657,0.013000919483602047,0.0073319836519658566,0.030336745083332062,0.013557400554418564,0.006849121768027544,0.00981832668185234
107,0.6012917160987854,0.017453303560614586,0.021981412544846535,0.009397843852639198,0.07957388460636139,0.039236344397068024,0.024598484858870506,0.1826058179140091,0.008853794075548649,0.01500741858035326
108,0.9617105722427368,0.018861377611756325,0.0022427530493587255,0.002155089983716607,0.0030735856853425503,0.0017039719969034195,0.0035764111671596766,0.002130964770913124,0.0015549756353721023,0.0029903417453169823
109,0.18154697120189667,0.24690106511116028,0.03436436131596565,0.11916285008192062,0.10851281136274338,0.0827716588973999,0.06594700366258621,0.02528906799852848,0.019741538912057877,0.11576264351606369
110,0.353645920753479,0.11566200107336044,0.03182040899991989,0.0429203063249588,0.04599464312195778,0.0239991657435894,0.02910725399851799,0.29572394490242004,0.013055557385087013,0.04807083681225777
111,0.432226300239563,0.11243908852338791,0.08763706684112549,0.03942671790719032,0.021604672074317932,0.032326456159353256,0.03692494332790375,0.047648247331380844,0.11930906027555466,0.07045743614435196
112,0.06403316557407379,0.5034433007240295,0.2004479318857193,0.02951858378946781,0.01673002541065216,0.09388529509305954,0.04521394893527031,0.010552164167165756,0.017471162602305412,0.01870441436767578
113,0.9284123182296753,0.02133740298449993,0.004076158627867699,0.004129992797970772,0.01014438271522522,0.005362300667911768,0.00883097480982542,0.008426261134445667,0.003856429597362876,0.005423748400062323
114,0.6827633380889893,0.01548804435878992,0.009307571686804295,0.018069390207529068,0.03031144104897976,0.02122662588953972,0.027693018317222595,0.13581210374832153,0.0071890391409397125,0.05213945731520653
115,0.9721004962921143,0.00571797601878643,0.004246934317052364,0.001578819239512086,0.0034481293987482786,0.0024883204605430365,0.003053740132600069,0.002791093196719885,0.001904560369439423,0.002669923473149538
116,0.549314022064209,0.026475956663489342,0.01719244010746479,0.09001199901103973,0.03084675595164299,0.03157329559326172,0.06395185738801956,0.1549939662218094,0.010665972717106342,0.02497372403740883
117,0.8994922637939453,0.028663987293839455,0.016123969107866287,0.004388162400573492,0.013107595033943653,0.0047177779488265514,0.008514052256941795,0.011668624356389046,0.005231619346886873,0.008091945201158524
118,0.939499020576477,0.016645070165395737,0.005608148407191038,0.007077062502503395,0.007424741052091122,0.003972228150814772,0.007204899564385414,0.004299319814890623,0.0026169056072831154,0.005652602296322584
119,0.9683278799057007,0.007518860045820475,0.0024072700180113316,0.001590935280546546,0.007227687165141106,0.002314778510481119,0.0030730823054909706,0.003973152954131365,0.001470855437219143,0.0020954743959009647
120,0.6292033791542053,0.04484760761260986,0.12364845722913742,0.01513346191495657,0.03657321631908417,0.021828357130289078,0.03187911584973335,0.042577359825372696,0.013375062495470047,0.040933944284915924
121,0.7813743352890015,0.02845146879553795,0.01524229347705841,0.00839200895279646,0.040872763842344284,0.017069077119231224,0.01960548758506775,0.06886853277683258,0.006842346396297216,0.013281671330332756
122,0.9524478316307068,0.016017088666558266,0.00257750041782856,0.0023549546021968126,0.00848217960447073,0.003003158373758197,0.007035468239337206,0.002242367248982191,0.0024785830173641443,0.0033609201200306416
123,0.18720166385173798,0.23065131902694702,0.02216675691306591,0.3923589289188385,0.023981869220733643,0.04653731733560562,0.020558549091219902,0.020945290103554726,0.02980233170092106,0.025796011090278625
124,0.9477348923683167,0.015008389949798584,0.0025021391920745373,0.003324949648231268,0.011355791240930557,0.002837718930095434,0.005810980219393969,0.004201977979391813,0.0022638090886175632,0.004959364887326956
125,0.10479667782783508,0.021676477044820786,0.735763669013977,0.009339170530438423,0.03936347737908363,0.026183752343058586,0.02064049243927002,0.014812182635068893,0.01796937733888626,0.009454719722270966
126,0.23143357038497925,0.11948926001787186,0.029884863644838333,0.14102348685264587,0.10343334823846817,0.07676564902067184,0.08705661445856094,0.010697741992771626,0.1789412945508957,0.021274227648973465
127,0.7930114269256592,0.023336226120591164,0.008824680000543594,0.025118403136730194,0.04042355343699455,0.021705159917473793,0.016521897166967392,0.02809099666774273,0.007686525583267212,0.03528115153312683
128,0.9593107104301453,0.01517646573483944,0.0023795561864972115,0.004138135816901922,0.004817942623049021,0.0032128714956343174,0.0034517368767410517,0.002172722015529871,0.002136548515409231,0.0032032907474786043
129,0.04296927899122238,0.6227185726165771,0.060252148658037186,0.1159132644534111,0.010293899103999138,0.03948017954826355,0.0196712426841259,0.009729495272040367,0.06333784759044647,0.015634048730134964
130,0.11048298329114914,0.7297593951225281,0.008752954192459583,0.10363097488880157,0.010291874408721924,0.007614498492330313,0.011511643417179585,0.004755958449095488,0.00766909820958972,0.005530644208192825
131,0.25524812936782837,0.03325558081269264,0.09845473617315292,0.039634283632040024,0.25351232290267944,0.15148547291755676,0.04966732859611511,0.028554212301969528,0.07118722051382065,0.0190007071942091
132,0.8482266068458557,0.006798442918807268,0.0029463814571499825,0.0033908956684172153,0.01700727455317974,0.00490532536059618,0.012870210222899914,0.09534107148647308,0.002552453428506851,0.005961332470178604
133,0.7945281267166138,0.020977811887860298,0.010213097557425499,0.013291408307850361,0.03179265931248665,0.01526383776217699,0.020310426130890846,0.04866430535912514,0.010448102839291096,0.03451019152998924
134,0.10610304772853851,0.10500245541334152,0.02548731118440628,0.0536956861615181,0.2567707896232605,0.1852823793888092,0.10214206576347351,0.032804183661937714,0.05587037280201912,0.07684173434972763
135,0.8291794061660767,0.07460789382457733,0.011666908860206604,0.0073493593372404575,0.018274985253810883,0.014443592168390751,0.016200637444853783,0.010024826042354107,0.006008826661854982,0.012243577279150486
136,0.23122303187847137,0.09511936455965042,0.022539891302585602,0.4622594714164734,0.03170171007514,0.06463668495416641,0.03358544409275055,0.025700613856315613,0.013689158484339714,0.019544631242752075
137,0.07451900094747543,0.04596086964011192,0.11881948262453079,0.026794781908392906,0.021979765966534615,0.6239198446273804,0.023825136944651604,0.01386604830622673,0.04024946317076683,0.0100655946880579
138,0.02844274789094925,0.019161535426974297,0.8569501638412476,0.005549560766667128,0.01921311765909195,0.040458984673023224,0.00799779873341322,0.003304561600089073,0.013323469087481499,0.005598038900643587
139,0.26874038577079773,0.029641348868608475,0.38020941615104675,0.0197515357285738,0.03762660175561905,0.1121806800365448,0.029993562027812004,0.08083418756723404,0.02277698740363121,0.01824532449245453
140,0.7149503231048584,0.06985320150852203,0.02784355729818344,0.015494459308683872,0.047136254608631134,0.019889801740646362,0.03448560833930969,0.03214303031563759,0.010060659609735012,0.02814306877553463
141,0.7883245944976807,0.05345597863197327,0.008052267134189606,0.013614539988338947,0.018346868455410004,0.01881033554673195,0.04953675717115402,0.03287915512919426,0.007623566314578056,0.009355953894555569
142,0.6106796860694885,0.10028746724128723,0.010514341294765472,0.04334787279367447,0.04133186861872673,0.022246086969971657,0.05378499627113342,0.07659964263439178,0.007827116176486015,0.03338087350130081
143,0.48230746388435364,0.08758218586444855,0.02219509333372116,0.043096184730529785,0.10498031228780746,0.051652900874614716,0.11337169259786606,0.02055477723479271,0.02892022579908371,0.045339129865169525
144,0.9225888848304749,0.00846812129020691,0.004661019425839186,0.0032562504056841135,0.016244377940893173,0.005015812814235687,0.006553246174007654,0.023039544001221657,0.003914602100849152,0.006258123554289341
145,0.35242760181427,0.0754728615283966,0.054062578827142715,0.07878448069095612,0.0630071684718132,0.1264428049325943,0.0970378965139389,0.02602335996925831,0.05934799462556839,0.06739327311515808
146,0.7861930131912231,0.021959606558084488,0.006326311733573675,0.004984286148101091,0.018916450440883636,0.005913902539759874,0.01856539398431778,0.12062180787324905,0.004415024071931839,0.012104160152375698
147,0.7880135178565979,0.079636350274086,0.006012066267430782,0.01851477287709713,0.022405333817005157,0.008234936743974686,0.030405480414628983,0.030824558809399605,0.006293667480349541,0.009659281000494957
148,0.6425452828407288,0.06534827500581741,0.015521894209086895,0.04491302743554115,0.04453657567501068,0.03290046378970146,0.0777231827378273,0.04286150261759758,0.013992991298437119,0.019656816497445107
149,0.03408127650618553,0.12849165499210358,0.4346911907196045,0.018964026123285294,0.12295277416706085,0.06280249357223511,0.014985593035817146,0.009704549796879292,0.1619672328233719,0.01135924644768238
150,0.9071791768074036,0.02933540940284729,0.018975483253598213,0.004089210648089647,0.011487182229757309,0.004632679745554924,0.007149664219468832,0.003925099037587643,0.003911452833563089,0.009314649738371372
